id,question 1,question 2,label
261,Những việc Thẩm phán không được làm là việc gì?,Thẩm phán không được làm gì?,1
262,Bao nhiêu tuổi mới được kết nạp Đảng?,Độ tuổi kết nạp Đảng?,1
263,Bao nhiêu tuổi mới được kết nạp Đảng?,Bao nhiêu tuổi không được kết nạp Đảng?,0
264,Bao nhiêu tuổi mới được kết nạp Đảng?,Bao nhiêu tuổi mới được kết nạp Đoàn?,0
265,Khi nào được công nhận là Đảng viên chính thức?,Khi nào không được công nhận là Đảng viên?,0
266,Khi nào được công nhận là Đảng viên chính thức?,Khi nào được công nhận là Đoàn viên chính thức?,0
267,Khi nào được công nhận là Đảng viên chính thức?,Thời hạn được công nhận là Đảng viên chính thức?,1
268,Hành vi nói xấu doanh nghiệp bị xử lý như thế nào?,Hành vi nói tốt doanh nghiệp bị xử lý như thế nào?,0
269,Hành vi nói xấu doanh nghiệp bị xử lý như thế nào?,Nói xấu doanh nghiệp bị xử lý như thế nào?,1
270,Hành vi nói xấu doanh nghiệp bị xử lý như thế nào?,Việc nói xấu doanh nghiệp bị xử lý thế nào?,1
271,Đổi giấy phép lái xe cần giấy tờ gì?,Đổi giấy phép lái xe cần hồ sơ gì?,1
272,Đổi giấy phép lái xe cần giấy tờ gì?,Cấp mới giấy phép lái xe cần giấy tờ gì?,0
273,Đổi giấy phép lái xe cần giấy tờ gì?,Đổi giấy phép lái máy bay cần giấy tờ gì?,0
274,Đối tượng chịu sự kiểm tra hải quan là ai?,Hải quan chịu sự kiểm tra của ai?,0
275,Đối tượng chịu sự kiểm tra hải quan là ai?,Ai chịu sự kiểm tra hải quan?,1
276,Đối tượng chịu sự kiểm tra hải quan là ai?,Đối tượng chịu sự kiểm tra hải quân là ai?,0
277,Đối tượng chịu sự kiểm tra hải quan là ai?,Ai kiểm tra đối tượng chịu sự kiểm tra hải quan?,0
278,Giáo viên mầm non không bắt buộc phải đi dạy hè,Giáo viên mầm non không bắt buộc phải đi dạy học,0
279,Giáo viên mầm non không bắt buộc phải đi dạy hè,Giáo viên tiểu học không bắt buộc phải đi dạy hè,0
280,Giáo viên mầm non không bắt buộc phải đi dạy hè,Giáo viên trung học không bắt buộc phải đi dạy hè,0
281,Giáo viên mầm non không bắt buộc phải đi dạy hè,Giáo viên mầm non có phải đi dạy hè,1
282,Tham gia giao thông khi thấy đèn vàng,Tham gia giao thông khi thấy đèn đỏ,0
283,Tham gia giao thông khi thấy đèn vàng,Tham gia giao thông khi thấy đèn xanh,0
284,Tham gia giao thông khi thấy đèn vàng,Thấy tín hiệu đèn vàng khi tham gia giao thông,1
285,Giấy khai sinh và một số giấy tờ cá nhân khác có sai sót thì chỉnh sửa như thế nào?,Giấy khai sinh và một số giấy tờ cá nhân khác có sai sót thì hủy bỏ như thế nào?,0
286,Giấy khai sinh và một số giấy tờ cá nhân khác có sai sót thì chỉnh sửa như thế nào?,Giấy khai sinh và một số giấy tờ cá nhân khác không có sai sót thì chỉnh sửa như thế nào?,0
287,Giấy khai sinh và một số giấy tờ cá nhân khác có sai sót thì chỉnh sửa như thế nào?,Chỉnh sửa giấy khai sinh và một số giất tờ cá nhân khác khi có sai sót,1
289,Trường hợp nào không được cấp hộ chiếu?,Trường hợp được cấp hộ chiếu?,0
290,Trường hợp nào không được cấp hộ chiếu?,Trường hợp được cấp hộ khẩu?,0
291,Trường hợp nào không được cấp hộ chiếu?,Hộ chiếu được cấp cho ai?,0
292,Trường hợp nào không được cấp hộ chiếu?,Hộ chiếu được cấp cho trường hợp nào?,1
293,Cá độ bóng đá qua mạng bị phạt như thế nào?,Cá độ bóng đá qua Internet bị phạt như thế nào?,1
294,Cá độ bóng đá qua mạng bị phạt như thế nào?,Cá độ qua mạng bị phạt như thế nào?,1
295,Cá độ bóng đá qua mạng bị phạt như thế nào?,Không cá độ bị phạt thế nào?,0
296,Lấy lại nhà sau khi vượt biên phải làm thế nào?,Bán nhà sau khi vượt biên?,0
297,Lấy lại nhà sau khi vượt biên phải làm thế nào?,Sau khi vượt biên cướp nhà như thế nào?,0
298,Lấy lại nhà sau khi vượt biên phải làm thế nào?,Nhận lại nhà sau khi vượt biên,1
300,Bác ruột làm giám hộ cho cháu phải có những điều kiện gì?,Điều kiện làm người giám hộ,1
01,Quy định về phân loại nợ đối với Ngân hàng Phát triển,Phân loại nợ đối với Ngân hàng Phát triển như thế nào?,1
102,Cơ chế tự chủ tài chính của đơn vị sự nghiệp công là gì?,Quy định về cơ chế tự chủ tài chính của đơn vị sự nghiệp công,1
103,"Trình tự, thủ tục thực hiện để hỗ trợ người lao động ngừng việc do Covid-19",Hỗ trợ người lao động ngừng việc do Covid-19 được tiến hành như thế nào?,1
104,"Trình tự, thủ tục thực hiện để hỗ trợ người lao động ngừng việc do Covid-19","Đối tượng, điều kiện hỗ trợ cho người lao động ngừng việc do Covid-19",0
105,Cách xác định người có công giúp đỡ cách mạng,Tiêu chuẩn xác định người có công giúp đỡ cách mạng,1
106,Mã QR trên thẻ CCCD gắn chip có những thông tin gì?,Những thông tin chứa trong mã QR trên thẻ CCCD là gì?,1
107,Lựa chọn đất xây dựng khi quy hoạch xây dựng phải đảm bảo yêu cầu nào?, Khi quy hoạch xây dựng thì chọn đất phải đảm bảo điều gì?,1
108,"Quy trình, thủ tục, hồ sơ chi hỗ trợ nhân đạo từ Quỹ bảo hiểm xe cơ giới","Quy trình, thủ tục và hồ sơ chi trả hỗ trợ nhân đạo từ Quỹ bảo hiểm xe cơ giới",0
109,Cơ cấu tổ chức Hiệp hội Sáng tạo và Bản quyền tác giả Việt Nam?,Hiệp hội Sáng tạo và Bản quyền tác giả Việt Nam được tổ chức như thế nào?,1
110,Nội dung chi cho công tác thỏa thuận quốc tế mới nhất,Nội dung chi cho công tác điều ước quốc tế theo quy định mới,0
111,"Quy định về điều chỉnh cơ cấu vốn, tài sản của Ngân hàng Phát triển","Điều động vốn, tài sản của Ngân hàng phát triển được quy định như thế nào?",0
112,Kích thước bản sao y có bắt buộc bằng bản chính không?,quy định về bản chính và bản sao,1
113,Khi xảy ra tai nạn đường sắt thì phải làm gì?,Khi xảy ra tai nạn đường sắt thì có phải dừng tàu khẩn cấp không?,1
114,Viên chức thì có phải kê khai tài sản thu nhập hay không?,"quy định về người có nghĩa vụ kê khai tài sản, thu nhập",1
115,"Điều kiện, tiêu chuẩn để xác định là bệnh binh theo quy định mới?",Quy định về chế độ ưu đãi đối với bệnh binh mới nhất,0
116,Trách nhiệm giám sát dự án đầu tư sử dụng vốn nhà nước ngoài đầu tư công thuộc về ai?,Ai có trách nhiệm giám sát dự án đầu tư sử dụng vốn nhà nước ngoài đầu tư công,1
117,Bị phạt hành chính 18 triệu đồng có thể xin nộp phạt nhiều lần hay không?,Có thể xin nộp phạt nhiều lần khi bị phạt tài chính hay không?,1
118,"Tất cả sinh viên đang theo học đại học, cao đẳng sẽ được hỗ trợ vay vốn phải không?",Đối tượng sinh viên được hỗ trợ vay vốn?,1
119,Quy định về nội dung và mức chi thẩm định sách giáo khoa giáo dục phổ thông,Quy định về chi tổ chức họp thẩm định sách giáo khoa giáo dục phổ thông,0
120,Quy định về quy trình lập kế hoạch sử dụng đất kỳ đầu quốc gia,Quy trình lập kế hoạch sử dụng đất kỳ đầu quốc gia như thế nào?,1
121,Điều kiện để viên chức chuyên ngành Thông tin và Truyền thông thăng hạng chức danh nghề nghiệp từ hạng III lên hạng II?,Điều kiện để viên chức chuyên ngành Thông tin và Truyền thông thăng hạng chức danh nghề nghiệp hạng IV lên hạng III?,0
122,Yêu cầu đối với tin nhắn quảng cáo được quy định thế nào?, Tin nhắn quảng cáo phải đảm bảo những yêu cầu gì?,1
123,Mã số bảo hiểm y tế của một người có được giữ nguyên?,có quy định về cấu trúc mã thẻ BHYT,1
124,"Quy định về nhiệm vụ, quyền hạn của văn phòng Ủy ban nhân dân cấp tỉnh","Nhiệm vụ, quyền hạn của văn phòng Ủy ban nhân dân cấp tỉnh là gì?",1
125,Tổ chức bộ máy của Công an cấp tỉnh thì sẽ do người nào quy định?,Tổ chức bộ máy của Công an cấp tỉnh thì sẽ do ai quy định?,1
126,Có việc làm thì phải thông báo cho Trung tâm dịch vụ việc làm trong vòng bao nhiêu ngày?,Có việc làm thì có phải thông báo cho Trung tâm dịch vụ việc làm không?,1
127,Những chuyên ngành nào đủ điều kiện để được cấp Chứng chỉ định giá đất?,Để được chứng chỉ định giá đất phải có đủ các điều kiện gì?,1
128,Trên mặt có sẹo do tai nạn có phải đổi CCCD hay không?,Các trường hợp đổi thẻ Căn cước công dân?,1
129,Nhà chung cư nhiều chủ sở hữu thì mới phải lập Ban quản trị?,Quy định về Ban quản trị nhà chung cư,1
130,Đánh giá chương trình đầu tư công được thực hiện như thế nào?,Để đánh giá chương trình đầu tư công thì cần những gì?,1
131,Trách nhiệm Ủy ban nhân dân cấp huyện về chính sách trợ giúp xã hội đối với đối tượng bảo trợ xã hội?,Trách nhiệm Ủy ban nhân dân cấp xã về chính sách trợ giúp xã hội đối với đối tượng bảo trợ xã hội?,0
132,Những sinh viên nào khi tốt nghiệp có thể được tuyển chọn đào tạo sĩ quan dự bị?, Sinh viên khi tốt nghiệp đại học phải đảm bảo các điều kiện gì để được tuyển chọn đào tạo sĩ quan dự bị?,1
133,Thời gian đào tạo sĩ quan dự bị đối với người vừa hoàn thành nghĩa vụ quân sự?,Người vừa hoàn thành nghĩa vụ quân sự được đào tạo sĩ quan dự bị trong bao lâu?,1
134,Những tiêu chí thành lập chi cục và các tổ chức tương đương thuộc sở,Thành lập chi cục và các tổ chức tương đương thuộc sở thì cần những tiêu chí nào?,1
135,Quyết định khởi tố vụ án hình sự thì có cần phải ghi điều bao nhiêu hay không?,Có cần ghi điều bao nhiêu khi quyết định khởi tố vụ án hình sự không? ,1
136,Hướng dẫn thủ tục đăng ký lấy biển số xe máy,Thủ tục đăng ký lấy biển số xe máy,1
137,Lưu giữ thông tin tín dụng được quy định như thế nào?,Xử lý thông tin tín dụng được quy định như thế nào?,0
138,Lưu giữ thông tin tín dụng được quy định như thế nào?,Quy định lưu giữ thông tin tín dụng,1
139,"Việc xây dựng, tích hợp phương án phát triển cụm công nghiệp vào quy hoạch tỉnh được quy định ra sao?","Xây dựng, tích hợp phương án phát triển cụm công nghiệp vào quy hoạch tỉnh được quy định như thế nào?",1
140,"Ai có thẩm quyền đánh giá, xếp loại chất lượng công chức?","Quy định về thẩm quyền đánh giá, xếp loại chất lượng công chức",1
141,Quyền và nghĩa vụ của công ty thông tin tín dụng quy định như thế nào?,Nghĩa vụ của công ty thông tin tín dụng được quy định như thế nào?,0
142,"Trình tự đánh giá, xếp loại chất lượng công chức là cấp phó","Để đánh giá, xếp loại chất lượng công chức là cấp phó thì làm như thế nào?",1
143,Cá nhân kinh doanh nộp thuế theo từng lần phát sinh có phải thực hiện chế độ kế toán hay không?,Quy định phương pháp tính thuế đối với cá nhân kinh doanh nộp thuế theo từng lần phát sinh,1
144,Hồ sơ khai thuế khi cá nhân cho thuê tài sản trực tiếp khai thuế với cơ quan thuế?,Quy định hồ sơ khai thuế đối với cá nhân cho thuê tài sản trực tiếp khai thuế với cơ quan thuế,1
145,Hơn 60 tuổi có quyền hiến tạng nữa hay không?,Thông tin về quyền hiến tạng,1
146,"Ai có thẩm quyền phê duyệt phương án phòng cháy, chữa cháy?"," Quy định về thẩm quyền phê duyệt phương án phòng cháy, chữa cháy ",1
147,Phải có bằng lái xe B2 mới được thi bằng C đúng không?,Có bắt buộc có bằng lái xe B2 thì mới được thì bằng C?,1
148,"Thời hạn vay để mua, thuê mua nhà ở xã hội là bao lâu?","Mức lãi suất vay để mua, thuê mua nhà ở xã hội là bao nhiêu?",0
149,Làm điều dưỡng ở phòng khám tư chuyên khoa da liễu thì có được cấp chứng chỉ hành nghề hay không?,Quy định điều dưỡng viên muốn được cấp chứng chỉ hành nghề,1
150,Công ty phải gửi báo cáo y tế lao động vào thời gian nào?,Thời gian gửi báo cáo y tế tuyến cơ sở là khi nào?,1
151,Cách xác định người trúng tuyển viên chức khi có 2 người cùng điểm thi ở chỉ tiêu cuối cùng,Quy định về cách xác định người trúng tuyển trong kỳ thi tuyển viên chức ,1
152,Chủ tịch Hội đồng tuyển dụng viên chức có bắt buộc là người đứng đầu đơn vị sự nghiệp công lập hay không?,Có nhất thiết chủ tịch Hội đồng tuyển dụng viên chức  là người đứng đầu đơn vị sự nghiệp công lập hay không?,1
153,Khi ký kết hợp đồng EPC các bên phải thỏa thuận những nội dung gì?,Những nội dung mà khi ký kết hợp đồng EPC các bên phải thỏa thuận?,1
154,"Định nghĩa về hợp đồng xây dựng đơn giản, quy mô nhỏ","Hợp đồng xây dựng đơn giản, quy mô nhỏ là gì?",1
155,"Chức trách, nhiệm vụ đối với ngạch Văn thư viên trung cấp là công chức chuyên ngành văn thư?","Chức trách, nhiệm vụ đối với ngạch Văn thư viên trung cấp là công chức chuyên là  ngành văn thư là gì?",1
156,Sản phẩm thông tin tín dụng là gì?,Như thế nào là sản phẩm thông tin tín dụng?,1
157,Nguyên tắc cung cấp sản phẩm thông tin tín dụng được quy định như thế nào?,Nguyên tắc sử dụng sản phẩm thông tin tín dụng được quy định như thế nào?,0
158,Phát hiện trẻ bị bỏ rơi tại bệnh viện thì cần phải làm gì?,Quy định việc đăng ký khai sinh cho trẻ bị bỏ rơi ,1
159,Phát hiện trẻ bị bỏ rơi tại bệnh viện thì cần phải làm gì?,Phát hiện trẻ bị bỏ rơi thì phải làm gì?,1
160,Cử nhân luật thì có được bảo vệ cho người khởi kiện ở trước tòa hay không?,Ai thì được bảo vệ cho người khởi kiện ở trước tòa?,1
161,Luật sư vắng mặt tại phiên tòa giám đốc thẩm thì sẽ bị hoãn?,Phiên tòa giám đốc thẩm có bị hoãn khi Luật sư vắng mặt không?,1
162,Danh hiệu “Chiến sỹ thi đua cơ sở” ngành BHXH bao gồm những tiêu chuẩn nào?,Những tiêu chuẩn của Danh hiệu “Chiến sỹ thi đua cơ sở” ngành BHXH là gì?,1
163,Chế độ đối với liệt sĩ theo quy định mới gồm những chế độ gì?,Những chế độ đối với liệt sĩ theo quy định mới?,1
164,Điều kiện áp dụng đối với thuế suất thuế xuất khẩu ưu đãi theo Hiệp định UKVFTA?,Thuế suất thuế xuất khẩu ưu đãi theo Hiệp định UKVFTA được áp dụng với điều kiện gì?,1
165,Điều kiện áp dụng đối với thuế suất thuế xuất khẩu ưu đãi theo Hiệp định UKVFTA?,Điều kiện áp dụng về thuế suất thuế nhập khẩu ưu đãi đặc biệt theo Hiệp định UKVFTA?,0
166,Hiểu thế nào về cuộc đấu giá bán cổ phần không thành công?,Cuộc đấu giá bán cổ phần không thành công là như thế nào?,1
167,Mức hỗ trợ mai táng phí cho người hiến bộ phận cơ thể người?,Mai táng phí cho người hiến bộ phận cơ thể người có được hỗ trợ không?,1
168,"Nguyên tắc chung của việc xây dựng, sửa chữa, cải tạo cầu qua sông có đê?","Việc xây dựng, sửa chữa, cải tạo cầu qua sông có đê có nguyên tắc gì?",1
169,Mỗi phạm nhân thì sẽ được đặc xá bao nhiêu lần?,Số lần đặc xá của mỗi phạm nhân?,1
170,Thẩm quyền xử phạt VPHC của Đội trưởng thuộc Chi cục Hải quan trong lĩnh vực văn hóa và quảng cáo,Thẩm quyền xử phạt VPHC của Chi cục trưởng Chi cục Hải quan trong lĩnh vực văn hóa và quảng cáo,0
171,Mức phụ cấp đối với đội cấp cứu 115 vận chuyển người bị cách ly y tế là bao nhiêu?,Quy định về chế độ phụ cấp chống dịch áp dụng với đội cấp cứu 115 vận chuyển người bị cách ly,1
172,Di chúc của công dân Việt Nam đang ở nước ngoài có giá trị trong các trường hợp nào?,Các trường hợp có giá trị của di chúc của công dân Việt Nam đang ở nước ngoài?,1
173,Thủ tục lập di chúc tại nhà riêng được thực hiện như thế nào?,Thủ tục lập di chúc tại nhà riêng,1
174,Bao nhiêu tuổi thì có thể lập di chúc?,Độ tuổi có thể lập di chúc là bao nhiêu,1
175,Nội dung của di chúc thì có được viết tắt hay không?,Viết tắt khi viết di chúc có được không?,1
176,Mức phạt đối với người chờ đèn đỏ ở khu vực bóng râm?,Chờ đèn đỏ ở khu vực bóng râm bị phạt bao nhiêu?,1
177,"Nhiệm vụ quốc phòng, an ninh là như thế nào?","Như thế nào là nhiệm vụ quốc phòng, an ninh",1
178,Quy định về các hình thức tổ chức thi đua trong ngành BHXH,"Quy định về căn cứ xét thi đua, khen thưởng trong ngành BHXH",0
179,Vượt quá nồng độ cồn bị tạm giữ xe khi nào mới lấy lại được?,Thời gian tạm giữ xe khi vi phạm vượt quá nồng độ cồn,1
180,Trang trại quy mô lớn không cập nhật đầy đủ hồ sơ về việc sử dụng thức ăn chăn nuôi sẽ bị xử phạt bao nhiêu?,"Trang trại quy mô lớn không lưu giữ, cập nhật đầy đủ hồ sơ về quá trình hoạt động chăn nuôi bị phạt bao nhiêu?",0
181,Nội dung giải trình của cơ sở giáo dục phổ thông công lập trong quản lý các hoạt động giáo dục,Nội dung giải trình của cơ sở giáo dục mầm non trong quản lý các hoạt động giáo dục,
182,Cơ quan nào cấp giấy phép vận chuyển hàng hóa nguy hiểm?,Giấy phép vận chuyển hàng hóa nguy hiểm do cơ quan nào cấp?,1
183,Cơ quan nào cấp giấy phép vận chuyển hàng hóa nguy hiểm?,Xin giấy phép vận chuyển hàng hóa nguy hiểm ở đâu?,1
184,Hồ sơ thu hồi chứng thư số chuyên dùng Ngành BHXH bao gồm những giấy tờ gì?,Hồ sơ thu hồi chứng thư số chuyên dùng Ngành BHXH gồm những văn bản nào?,1
185,Du học sinh về nước thuộc diện đi cách ly tập trung phải đóng phí là bao nhiêu?,Du học sinh về nước thuộc diện đi cách ly tập trung có phải đóng phí không?,1
186,Ai là người công bố di chúc?,Người nào có quyền công bố di chúc?,1
187,Mẫu báo cáo thực trạng quản trị và cơ cấu tổ chức doanh nghiệp 6 tháng/năm mới nhất,Quy định về mẫu báo cáo thực trạng quản trị và cơ cấu tổ chức doanh nghiệp theo năm,0
188,Kết quả xếp loại viên chức có được làm cơ sở xếp loại Đảng viên hay không?,Xếp loại Đảng viên có cần đến Kết quả xếp loại viên chức hay không? ,1
189,Có được hưởng BHYT khi đã đăng ký hiến tạng?,Khi đăng ký hiến tạng có đươc sử dụng BHYT không?,1
190,Người theo tôn giáo thì có được đăng ký dự tuyển viên chức không?,Người theo đạo thì có được đăng ký dự tuyển viên chức không?,1
191,Những vụ án giết người sẽ bắt buộc khám nghiệm tử thi phải không?,Những vụ án giết người có bắt buộc khám nghiệm tử thi  không?,1
192,Gây rối trật tự công cộng có bị ở tù hay không?,Tội gây rối trật tự công cộng bị phạt như thế nào?,1
193,"Người bệnh tại cơ sở KCB công lập được tham gia ý kiến, giám sát bằng hình thức gì?","Hình thức để người bệnh tại cơ sở KCB công lập được tham gia ý kiến, giám sát?",1
194,Báo cáo về dự án đầu tư bằng hình thức nào?,Hình thức để báo cáo về dự án đầu tư,1
195,Tài liệu xác định địa điểm thực hiện dự án đầu tư tại nước ngoài là loại giấy tờ nào?,Loại văn bản xác định địa điểm thực hiện dự án đầu tư tại nước ngoài là gì?,1
196,"Bến cảng, cầu cảng trong quá trình khai thác cần bảo đảm các yêu cầu nào?","Yêu cầu mà bến cảng, cầu cảng trong quá trình khai thác cần bảo đảm là gì?",1
197,Tất cả văn bản quy phạm pháp luật phải được thể hiện bằng tiếng Việt?,Tất cả văn bản quy phạm pháp luật được thể hiện bằng ngôn ngữ nào?,1
198,Đăng kí nguyện vọng xét tuyển vào đại học qua phương thức nào?,Làm sao để điều chỉnh nguyện vọng đăng ký xét tuyển vào đại học?,0
199,Tổ chức bị phạt hành chính bao nhiêu thì không cần lập biên bản?,Mức phạt hành chính mà không cần lập biên bản là bao nhiêu?,1
200,Áp dụng quản lý rủi ro trong quản lý về đăng ký thuế được quy định như thế nào?,Áp dụng quản lý rủi ro đối với người nộp thuế là hộ kinh doanh được quy định thế nào?,0





